"","Month","Temperature","Year","nMonth","Date","Time"
"3849","Nov",7.8,1917,11,1917-11-15,-19.04
"4208","Dec",2.3,1917,12,1917-12-15,-19.01
"260","Jan",3.8,1918,1,1918-01-15,-18.979
"619","Feb",6.5,1918,2,1918-02-15,-18.948
"978","Mar",5.7,1918,3,1918-03-15,-18.92
"1337","Apr",6.7,1918,4,1918-04-15,-18.889
"1696","May",13,1918,5,1918-05-15,-18.859
"2055","Jun",13.3,1918,6,1918-06-15,-18.828
"2414","Jul",15.4,1918,7,1918-07-15,-18.798
"2773","Aug",16.1,1918,8,1918-08-15,-18.767
"3132","Sep",11.9,1918,9,1918-09-15,-18.736
"3491","Oct",9.3,1918,10,1918-10-15,-18.706
"3850","Nov",5.5,1918,11,1918-11-15,-18.675
"4209","Dec",6.9,1918,12,1918-12-15,-18.645
"261","Jan",2.9,1919,1,1919-01-15,-18.614
"620","Feb",1.9,1919,2,1919-02-15,-18.583
"979","Mar",3.6,1919,3,1919-03-15,-18.555
"1338","Apr",7.1,1919,4,1919-04-15,-18.524
"1697","May",13.5,1919,5,1919-05-15,-18.494
"2056","Jun",14.3,1919,6,1919-06-15,-18.463
"2415","Jul",13.9,1919,7,1919-07-15,-18.433
"2774","Aug",15.7,1919,8,1919-08-15,-18.402
"3133","Sep",12.7,1919,9,1919-09-15,-18.371
"3492","Oct",7.4,1919,10,1919-10-15,-18.341
"3851","Nov",3.3,1919,11,1919-11-15,-18.31
"4210","Dec",5.5,1919,12,1919-12-15,-18.28
"262","Jan",5.2,1920,1,1920-01-15,-18.249
"621","Feb",6,1920,2,1920-02-15,-18.218
"980","Mar",7.2,1920,3,1920-03-15,-18.189
"1339","Apr",8.2,1920,4,1920-04-15,-18.158
"1698","May",11.8,1920,5,1920-05-15,-18.128
"2057","Jun",14.4,1920,6,1920-06-15,-18.097
"2416","Jul",14.1,1920,7,1920-07-15,-18.067
"2775","Aug",13.6,1920,8,1920-08-15,-18.036
"3134","Sep",13,1920,9,1920-09-15,-18.005
"3493","Oct",10.4,1920,10,1920-10-15,-17.975
"3852","Nov",6.8,1920,11,1920-11-15,-17.944
"4211","Dec",4.2,1920,12,1920-12-15,-17.914
"263","Jan",7.3,1921,1,1921-01-15,-17.883
"622","Feb",4.8,1921,2,1921-02-15,-17.852
"981","Mar",7.4,1921,3,1921-03-15,-17.824
"1340","Apr",8,1921,4,1921-04-15,-17.793
"1699","May",11.5,1921,5,1921-05-15,-17.763
"2058","Jun",14.7,1921,6,1921-06-15,-17.732
"2417","Jul",18.5,1921,7,1921-07-15,-17.702
"2776","Aug",15.4,1921,8,1921-08-15,-17.671
"3135","Sep",14.1,1921,9,1921-09-15,-17.64
"3494","Oct",12.8,1921,10,1921-10-15,-17.61
"3853","Nov",4.6,1921,11,1921-11-15,-17.579
"4212","Dec",6.5,1921,12,1921-12-15,-17.549
"264","Jan",3.7,1922,1,1922-01-15,-17.518
"623","Feb",4.4,1922,2,1922-02-15,-17.487
"982","Mar",4.6,1922,3,1922-03-15,-17.459
"1341","Apr",5.5,1922,4,1922-04-15,-17.428
"1700","May",12.7,1922,5,1922-05-15,-17.398
"2059","Jun",13.8,1922,6,1922-06-15,-17.367
"2418","Jul",13.7,1922,7,1922-07-15,-17.337
